CaseID$,CNTYNAME,STATE,FIPST,FIPCNT,ADVCH,ARMENIAN,CPRIMBAP,DUCKRIV,FREEBAP,FREEWIL,GENBAP,NNATBAP,NORTHBAP,NSNCBAP,UAFCBAP,PRIMBAP,SOUNCBAP,UNITBAP,BUDDHIST,CHRREF,CHRCONN,CHCHRIST,CHGNAGE,CHCHRSCI,CHLVGOD,CONGREG,CONGMETH,DISCIPLE,DUNKCON,DUNKPROG,EVANASS,FREECHZ,FRHICK,FRORTH,GERMEVMA,GERMEVSY,GREEKORT,JEWISH,CJCLDS,LDSREORG,LUTHAPOS,FINNNAT,FINNSYN,LUTHGEN,LUTHGSYN,LUTHTEX,LUTHHAUG,LUTHOHIO,LUTHNORF,LUTHNORW,LUTHNORS,LUTHCONF,LUTHMICH,LUTHIOWA,LUTHDAN,LUTHUNOR,LUTHSOUT,MENNON,MENNGEN,AFRMETH,AME,AMEZION,COLMETH,METHOD,METHEPIS,METHEPS,FREEMETH,METHPROT,MORAVIAN,NONSECT,OTHER,PENTNAZ,POLISH,PRESBREF,PRESBUS,PRESBUSA,COLCUMB,CUMBPRES,UNITPRES,WELSHPRS,PROTEPIS,OTHPROT,TOTPROT,REFAMER,REFUS,REFZION,CATHOLIC,SALVARMY,SERVORTH,SEVDAYAD,SPIRIT,SWEDEVAN,UNITAR,UNITBRET,UNITEVAN,UNIVER
2448,CHESTER,TENNESSEE,47,12,0,0,7,0,0,112,0,0,0,0,0,117,494,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,31,723,0,0,0,0,0,0,0,0,0,0,0,146,0,0,1,0,2189,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,CLAIBORNE,TENNESSEE,47,13,0,0,0,0,0,0,0,0,0,0,0,334,4769,0,0,0,0,0,0,0,0,25,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,780,482,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6533,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,CLAY,TENNESSEE,47,14,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,COCKE,TENNESSEE,47,15,0,0,0,0,134,33,0,0,0,0,0,434,2241,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,123,0,0,0,0,1024,427,0,0,0,0,0,0,0,0,80,9,0,18,0,0,0,0,5117,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,COFFEE,TENNESSEE,47,16,0,0,16,934,0,0,0,0,0,0,0,53,645,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,265,1648,0,10,0,0,0,0,0,0,0,0,0,493,0,0,66,53,5151,0,0,0,0,0,0,0,0,0,0,56,0,0
2453,CROCKETT,TENNESSEE,47,17,0,0,16,0,0,0,0,0,0,0,0,43,2054,0,0,0,0,614,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,837,1632,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,65,6683,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,CUMBERLAND,TENNESSEE,47,18,0,0,0,177,0,0,0,0,0,0,0,121,419,0,0,0,0,115,0,0,0,153,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,267,220,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,5,1723,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,DAVIDSON,TENNESSEE,47,19,0,0,500,0,0,215,0,0,0,0,0,277,14467,0,0,0,0,3928,0,0,0,500,0,1503,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,0,0,0,0,1632,10540,0,0,0,0,150,0,0,0,3393,0,155,2283,0,0,1574,1748,46857,0,0,0,5865,0,0,0,0,0,0,165,0,0
2456,DE KALB,TENNESSEE,47,21,0,0,24,307,0,0,0,0,0,0,0,148,2101,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,565,534,0,0,0,0,0,0,0,0,0,0,75,163,0,0,0,67,4347,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,DECATUR,TENNESSEE,47,20,0,0,9,0,0,19,0,0,0,0,0,47,1166,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,217,607,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,DICKSON,TENNESSEE,47,22,0,0,0,0,155,571,0,0,0,0,0,288,865,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,236,1674,0,0,0,0,0,0,0,0,20,0,0,308,0,0,41,0,5200,0,0,0,0,0,0,0,0,0,0,29,0,0
2459,DYER,TENNESSEE,47,23,0,0,0,0,0,0,0,0,0,0,0,0,2261,0,0,0,0,446,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,120,2787,0,0,0,0,0,0,0,0,90,0,1043,981,0,0,23,127,8724,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,FAYETTE,TENNESSEE,47,24,0,0,10,0,0,0,0,0,0,0,0,29,4578,0,0,0,0,14,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,0,0,0,0,0,1525,0,0,0,0,0,0,0,0,348,0,0,171,0,0,60,58,9392,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,FENTRESS,TENNESSEE,47,25,0,0,0,0,0,0,0,0,0,0,0,20,632,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,136,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,72,1245,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,FRANKLIN,TENNESSEE,47,26,0,0,176,536,0,0,0,0,0,0,0,39,993,0,0,0,0,557,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,136,0,0,0,0,0,0,0,0,70,0,51,1036,0,0,512,342,5983,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,GIBSON,TENNESSEE,47,27,0,0,117,0,0,0,0,0,0,0,0,277,6079,0,0,0,0,461,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,25,3871,0,84,0,0,0,0,0,0,665,0,189,2104,0,0,21,218,15770,0,0,0,425,0,0,0,0,0,0,0,0,0
2464,GILES,TENNESSEE,47,28,0,0,357,0,0,0,0,0,0,0,0,125,3633,0,0,0,0,1049,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,0,0,0,0,70,4418,0,0,0,0,0,0,0,0,565,0,365,760,0,0,40,521,13643,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,GRAINGER,TENNESSEE,47,29,0,0,0,0,72,0,0,0,0,0,0,196,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,501,393,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,53,5186,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,GREENE,TENNESSEE,47,30,0,0,0,0,352,0,0,0,0,0,0,56,1491,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,135,0,0,0,0,1754,894,0,395,0,0,0,0,0,0,160,415,0,1511,0,0,30,93,8605,0,0,0,0,0,0,0,0,0,0,693,0,0
2467,GRUNDY,TENNESSEE,47,31,0,0,0,80,0,0,0,0,0,0,0,30,131,0,0,0,0,205,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1104,0,0,0,0,0,0,0,0,0,0,0,40,0,0,95,311,2298,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,HAMBLEN,TENNESSEE,47,32,0,0,0,0,0,0,0,0,0,0,0,0,2181,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,135,0,0,0,0,712,788,0,577,0,0,0,0,0,0,398,156,0,90,0,0,8,0,5133,0,0,0,0,0,0,0,0,0,0,46,0,0
2469,HAMILTON,TENNESSEE,47,33,0,0,380,46,0,0,0,0,0,0,0,34,8689,0,0,0,0,257,0,0,0,670,0,831,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,0,0,2811,3902,0,0,0,0,50,0,0,0,1076,755,200,952,0,0,757,704,24189,0,0,0,1700,0,0,0,0,0,0,90,0,0
2470,HANCOCK,TENNESSEE,47,34,0,0,0,0,0,0,0,0,0,0,0,0,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,30,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,HARDEMAN,TENNESSEE,47,35,0,0,45,0,0,0,0,0,0,0,0,57,6339,0,0,0,0,401,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,29,1141,0,0,0,0,0,0,0,0,134,0,0,372,0,0,70,0,9336,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,HARDIN,TENNESSEE,47,36,0,0,0,0,0,152,0,0,0,0,0,138,974,0,0,0,0,30,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,474,1479,0,40,0,0,0,0,0,0,36,0,0,555,0,0,4,174,4568,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,HAWKINS,TENNESSEE,47,37,0,0,0,0,475,0,0,0,0,0,0,0,3455,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,579,1227,0,0,0,0,0,0,0,0,674,82,0,106,0,0,0,258,7588,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,HAYWOOD,TENNESSEE,47,38,0,0,24,0,0,0,0,0,0,0,0,57,6893,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,0,0,0,0,25,2003,0,0,0,0,0,0,0,0,325,102,0,51,0,0,14,54,11281,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,HENDERSON,TENNESSEE,47,39,0,0,0,0,0,107,0,0,0,0,0,200,2460,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,334,1328,0,0,0,0,66,0,0,0,80,0,0,425,0,0,1,40,5735,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,HENRY,TENNESSEE,47,40,0,0,0,0,60,0,0,0,0,0,0,321,3628,0,0,0,0,713,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,595,2643,0,60,0,0,106,0,0,0,0,0,175,455,0,0,27,64,9615,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,HICKMAN,TENNESSEE,47,41,0,0,22,0,0,0,0,0,0,0,0,175,355,0,0,0,0,1391,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,150,0,0,3,106,3665,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,HOUSTON,TENNESSEE,47,42,0,0,0,0,0,37,0,0,0,0,0,20,94,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,40,535,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,HUMPHREYS,TENNESSEE,47,43,0,0,0,0,0,21,0,0,0,0,0,236,340,0,0,0,0,525,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,30,0,0,467,0,0,0,78,3294,0,0,0,425,0,0,0,0,0,0,0,0,0
2480,JACKSON,TENNESSEE,47,44,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,61,3622,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,JAMES,TENNESSEE,47,,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,JEFFERSON,TENNESSEE,47,45,0,0,0,0,69,0,0,0,0,0,0,100,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,1191,542,0,0,0,0,0,0,0,0,224,471,0,117,0,0,0,44,5656,0,0,0,0,0,0,0,0,0,0,234,0,0
2483,JOHNSON,TENNESSEE,47,46,0,0,0,0,0,0,0,0,0,0,0,0,2288,0,0,0,0,190,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,132,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,50,4128,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,KNOX,TENNESSEE,47,47,0,0,0,0,143,0,0,0,0,0,0,17,11490,0,0,0,0,0,0,0,0,175,0,734,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,1166,0,0,0,0,3270,3867,0,0,0,0,30,0,0,0,1332,2226,0,1163,0,0,629,667,27682,0,0,0,170,0,0,0,0,0,0,558,0,0
2485,LAKE,TENNESSEE,47,48,0,0,0,0,217,0,0,0,0,0,0,0,612,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,671,0,0,0,0,0,0,0,0,46,0,0,10,0,0,0,84,1820,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,LAUDERDALE,TENNESSEE,47,49,0,0,0,0,0,0,0,0,0,0,0,19,5330,0,0,0,0,82,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,98,0,0,191,0,0,11,0,9214,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,LAWRENCE,TENNESSEE,47,50,0,0,0,0,0,0,0,0,0,0,0,66,541,0,0,0,0,254,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,578,943,0,0,0,0,0,0,0,0,26,0,86,314,0,0,2,62,3155,0,0,0,1105,0,0,0,0,0,0,48,0,0
2488,LEWIS,TENNESSEE,47,51,0,0,7,0,0,0,0,0,0,0,0,38,19,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,79,274,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,40,923,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,LINCOLN,TENNESSEE,47,52,0,0,115,0,0,0,0,0,0,0,0,455,1787,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,94,1874,0,0,0,0,0,0,0,406,187,0,546,1502,0,0,25,213,8968,0,0,0,0,0,0,0,0,0,0,46,0,0
2490,LOUDON,TENNESSEE,47,53,0,0,0,0,0,0,0,0,0,0,0,71,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,455,459,0,0,0,0,0,0,0,0,15,125,0,532,0,0,0,0,3441,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,MACON,TENNESSEE,47,56,0,0,0,0,0,0,0,0,0,0,0,58,2488,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,288,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,4242,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,MADISON,TENNESSEE,47,57,0,0,0,0,0,0,0,0,0,0,0,16,6987,0,0,0,0,47,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,0,0,0,0,3604,0,0,0,0,0,0,0,0,678,0,175,602,0,0,232,52,15234,0,0,0,850,0,0,0,0,0,0,0,0,0
2493,MARION,TENNESSEE,47,58,0,0,0,0,0,0,0,0,0,0,0,301,543,0,0,0,0,17,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,745,972,0,0,0,0,0,0,0,0,0,0,39,668,0,0,82,136,3857,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,MARSHALL,TENNESSEE,47,59,0,0,26,0,0,0,0,0,0,0,0,127,957,0,0,0,0,1632,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,96,1929,0,0,0,0,0,0,0,65,370,0,436,1418,0,0,0,0,8066,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,MAURY,TENNESSEE,47,60,0,0,573,0,0,0,0,0,0,0,0,0,3598,0,0,0,0,1740,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,0,0,0,0,32,3235,0,0,0,0,0,0,0,50,957,147,46,1484,0,0,311,134,14557,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,MCMINN,TENNESSEE,47,54,0,0,0,0,0,0,0,0,0,0,0,0,2294,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,1048,843,0,0,0,0,0,0,0,0,174,0,230,212,0,0,7,167,5758,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,MCNAIRY,TENNESSEE,47,55,0,0,0,0,0,47,0,0,0,0,0,194,934,0,0,0,0,378,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,237,1367,0,230,0,0,0,0,0,0,74,0,0,596,0,0,0,367,4896,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,MEIGS,TENNESSEE,47,61,0,0,0,0,0,0,0,0,0,0,0,120,696,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,353,405,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,MONROE,TENNESSEE,47,62,0,0,0,0,0,56,0,0,0,0,0,16,3260,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,33,0,0,0,0,174,1145,0,0,0,0,0,0,0,0,265,9,205,343,0,0,0,9,5629,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,MONTGOMERY,TENNESSEE,47,63,0,0,0,0,0,38,0,0,0,0,0,0,6926,0,0,0,0,519,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,0,0,0,36,3408,0,0,0,0,0,0,0,0,404,0,0,831,0,0,284,53,14380,0,0,0,595,0,0,0,0,0,0,0,0,0
2501,MOORE,TENNESSEE,47,64,0,0,0,399,0,0,0,0,0,0,0,54,101,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,285,2059,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,MORGAN,TENNESSEE,47,65,0,0,0,0,0,0,0,0,0,0,0,73,1101,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,63,0,0,0,0,0,0,0,0,0,49,0,27,0,0,12,196,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,OBION,TENNESSEE,47,66,0,0,5,0,0,0,0,0,0,0,0,36,2963,0,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,66,3728,0,215,0,0,0,0,0,224,181,0,51,1755,0,0,15,82,11421,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,OVERTON,TENNESSEE,47,67,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,392,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,233,969,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,17,3017,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,PERRY,TENNESSEE,47,68,0,0,0,0,0,39,0,0,0,0,0,127,110,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,21,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,PICKETT,TENNESSEE,47,69,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,POLK,TENNESSEE,47,70,0,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,208,0,0,0,0,0,0,0,0,0,0,125,47,0,0,0,0,2631,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,PUTNAM,TENNESSEE,47,71,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,1059,0,0,0,0,0,0,0,0,71,0,58,823,0,0,0,66,3821,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,RHEA,TENNESSEE,47,72,0,0,0,0,0,0,0,0,0,0,0,35,2236,0,0,0,0,205,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,707,934,0,0,0,0,0,0,0,0,57,52,0,263,0,0,0,234,5086,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,ROANE,TENNESSEE,47,73,0,0,0,0,0,0,0,0,0,0,0,425,3016,0,0,0,0,0,0,0,0,28,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,988,618,0,0,0,0,0,0,0,0,80,273,0,292,0,0,10,50,6581,0,0,0,0,0,0,0,0,0,0,0,0,0
